review,label
'disappointing service cost pushing time everyone use online service used most office hours using difficult people work 5 days to week',1
terrible ask gp week cant get phone line resorting e gp,0
discrimination appointments experience booking line means earlier appointment seem fair discrimination relations age income,0
continuity great continuity ongoing health problem great see different doctor time understand going medication given,2
clear explanations nurse practitioner explained everything clearly,2
excellent staff helpful condition well managed come often good mostly see nurse condition managed well generally surgery works well staff helpful,2
always helpful smiling good surgery better old one struggle appointments phone invited generally easier get actual appointment wanted appointment specific doctor taken bit longer expected considering current situation problem genuine surgery able house visits paramedic gps great whenever deal staff always good receptionists particularly good,2
receptionist doctor wanted speak gp described intense two day long headache migraine like told receptionist would send leaflet migraines eventually got sent online link waited day call back whilst sitting agony normal painkillers two days straight effect,0
good go hospital 3 pm appointment service fine felt strange something know found unusual thing know better mentally prepared,2
'find number one things difficult to see gp strong nurse fantastic nurse however difficult get appointment talk someone person case of emergency way not get really urgent appointments to go by e really right thing visit needed attention consistency treatment worry appointments cancelled quite as often online system repeat prescriptions good good appointments',1
'new surgery disappoints waiting try in get help appointment nightmare even days weeks time away get see gp would like day appointments child has scarce pregnancy one dentist tells get fobbed new surgery thought things would get better surgery must cost great lot of money breaking point',0
prescriptions always arranged time prescriptions always arranged time never problems tried get appointment worked well service works well,2
amazed way doctor moved surgery amazed way doctor supportive,2
'one fair appointments made appointment her nurse explains things made well in bit time appointments would help especially dressings they need been done',0
'get physical appointment has spend long time talk phones waiting for get cannot easily manage get a physical appointment',0
rigid requirements mum moved practice told needed photo identification join practice driving license passport raised dismissed staff member must alternative options lots elderly either requested documents doctor surgery though supportive mental health issues reception staff always approachable around issues making difficult first people tell problems,1
'long waiting time 3 4 weeks long receptionists fine mechanics doctors somewhat good food bugs problems never did seem you want refer health issues get sense cost would love being told me wrong',0
good availability appointments good appointment availability surgery really unwell turn morning seen generally good especially compared local surgeries like continuity doctor means knows well,2
'medication delays may use another surgery place started getting medication more pharmacy 2u prescriptions missed taking long put co on op 5 days healthwatch team explained gp surgery aware patient query direct surgery ensuring no sticking timescales co op patient response know and wait long find solution would also difficult put repeat surgery instead co post op pick co op and choose use other service',0
good service find service good appoint system changed seems easier get appointment need one system camps filter needs patients much better feel personally call couple times one times things sorted telephone great feel well go,2
appointment system like current system would like able make appointments advance,2
professional professional appointments suitable,2
covid flu clinics great generally visit often prescriptions covid flu vaccination sessions gone really smoothly issue flu clinic unable book online reason reception staff booked great,2
'nightmare boy trying get appointment reception the team really rude or standoffish nightmare woman trying time get appointment problem at surgery sudbury case even worse otherwise register elsewhere',1
'im computer literate stressful job seems good way long contact one success getting appointment going to 3 whole days later working called back following day working signal move back around site day calling land line also impractical today try speak someone to new patient prescription update meeting done friday called saturday',0
staff good trouble getting appointments surgery frustrating seen staff good,2
always able get reply within hour line lot easier ringing put queue easier check email see reply,2
'with gp why many issues would hoped seen gp never always happens gone gp nowhere seen ringbacks ask yet others if patients experience multiple health conditions feel patient warrants to seeing one gp only happening',1
toilets vandalised shut week toilets vandalised shut week referred riverside blood test live across road orchard street 85 travel easily,2
'called back no promptly issues getting an appointment nurse called back with promptly seen the day would do useful know general procedure making appointments not changed since last appointment aware',0
complaints whatsoever complaints whatsoever get see doctor time needed urgent care see one doctors,2
consistency treatment good things running bit behind today find see person consistency treatment would like,2
'waited 4 month wait only 1 month response for contacting surgery told someone would call brought back eye disease issue was wait 6 months emergency procedure done',1
'delays the dispensary full dispensary currently drinking slower normal medication always available picking prescriptions noticeably fairly busy recently impact factory explained that team 2 members sick have recently caused significant problems',0
good doctors seem like care personally recommend dr name removed,2
helpful find surgery staff friendly helpful use much works,2
'timing awful things run against time on time staff lovely caring you see',0
'stay care found staff all ok get the appointment feel rushed have time lost explain stuff things all properly like call back feel cannot assessed not properly phone always ended needing come ring know needing gp being frustrating',1
'econsult user is friendly really got like problem econsult find user friendly system find complete feel get well to really face going would much like easier call find makes less user likely to contact surgery technical hassle',0
'want waiting least 8 8 days seen walk long econsult easy fill think wait most 8 days ever seen issue long overall past well experience after amazing experience good surgery',0
long phone message never problems planned appointment arranged last week time see gp feel better urgernt happy see anyone long message phone still cost calling consideration seems unnecessarily long,2
would give stars possible several issues practice years one really tops partner called surgery lockdown asked speak doctor get mental health support receptionist asked lived gave address followed telling could help outside area young man calls desperately struggling mental health told one help reason suicide rates high know sleep night knowing put phone time need,0
never seem get appointment ring 8 appointment day line busy 40 minutes 100 calls later still get go try get appointment obviously told appointments available even though needed asap 1 year old wait call back may change doctors surgery happens time,0
'rude receptionist receptionist needs better customer service medical training is hear wearing headset expects male patients to shout important private business names loud rather taking on headset deal making people',1
like doctor calling less get appointments need busy take time get phone bad like doctor call discuss things suitable circumstances,2
'always to wait appointment time always wait out longer after 20 minutes appointment gp told tablets could handle change would 100 60 mile tablets',0
'poor advice lack continuity lack practice continuity never sees new gp offerred before telephone appointment feels seen inside person',1
54 mins unable get sick child appointment spent 52 minutes hold waiting phone answered told make appointment sick child care navigator would call back completely unacceptable,0
triaged week ago found difficult get seen face face spoke gp triaged week ago seen today feel long always feel seeing right person dressing needed changing given appointment gp rearrange another appointment see nurse issues prescription since moving practice 6 months ago never correct given training specific injections time discuss complicated issues limited first thing said 10 minutes,0
'see expected positive good note think phone system only works really well here today however people find very unusual situation expect seeing gp end seen nurse without name told',0
happy service computers went recently waited 1 2 hour appointment told seen results computer accessed otherwise happy service,2
'it made 10 21 calls 8 8 10 3 see',1
struggled get appointment called yesterday morning early told appointments available call 111 called back afternoon told would get call back happened evening driving time missed call missed next one got home tried calling back straight away 7pm message said surgery closed morning called spoke doctor appointment issue sorted,1
incompetence levels many years service provided decline since covid abhorrent whenever ring subjected twenty questions arrogant receptionist condescendingly begrudgingly even think warrant assistance might granted audience gp frequently robbed external provider gps cannot bothered lucky enough obtain appointment albeit telephone conversation frequent mistakes made prescriptions assured forgotten written leaving patients agony days blood tests taken results shared months later nurse rings apologetically advise might type 2 diabetes list incidents vast oh way despite surgery serving large town bothered assist administering covid vaccines instead take 100 mile round trip little wonder gps gained poor reputation lockdown,0
'residents lack empathy see part 2 doctors see others see dismissive concern lack functional empathy believe surgery original site is planned times staff variable like doctor see',1
phone 8 00 works well phone 8 00 appointment day system works well longer work difficult work 8 00 started work take call back day great option making routine appointment seven days time would also good,2
'put hoops surgery intern unable get face into face with appointment gp despite cross questioned receptionist elderly number conditions even routine appointment able get telephone appointment six weeks late forward never got call spoken surgery voices concern things missed by telephone calls spoken nhe seems surgery makes decisions run service example given of one overall failure impression even longer trust get individual health care',1
busy phones called arrange doctors appointment little frustrating sometimes calling due phones busy appointments available non urgent issues week considering current situation nothing really needs improve would nice able book appointments online,2
helpful staff getting first thing morning phones mean long wait 3 4hr times feel face face appointment would appropriate feel bit barrier getting one care though good nurses great treated husband well last weeks staff helpful understand things change moment generally works well advised doctor self referral hospital tried hospital informed us gp bit frustrating,2
'nurse another patient came treatment conference room closed appointment nurse behind closed curtain another patient there bought room appropriate',0
'appointments phone felixstowe road surgery no longer booking appointments person makes extremely paperwork difficult getting clients limited english skills access gp service told thay book phone difficulties understanding explaining phone along children able access service staff usually overwhelmed lot time give advice service users might need long time phone thus staff usually ask service users call back someone speaks english who might option call someone requesting urgent on service service users managed past book appointments person bringing id documents using google translate phones able set unable access assistance gp needed causing clients stressed anxious persons requesting booking person service provided practice accessible everyone',1
fair find difficult get appointment doctor system place actively tries stop coming surgery,1
doctor good loo could update sanitary wear bit jaded late called fact norm value extra time doctor need guess ways one individual doctor rate system allows us book one others except emergency,2
'answer rang 200 times without one phone 93 days another make sick child therapy appointment get disgusting patients unprofessional disease unacceptable makes curious doctors many stupid patients one line they call get numbers practice list might come about better than reviews',1
always polite efficient patient surgery many years always good experience,2
'complicated letter you explained major surgery ipswich hospital hospital letter written from hospital entrance language understand technical terms i could tell fully about clear problems internal surgery from gp met explained fact couple issues made medication relating',0
'econsult running experience took around 30mins fill econsult form a gp team called him back the next day gave appointment day even shorter though it took fill well getting back getting to appointment',0
'the doctor each seemed rather uncaring arrogant go somewhere or else we seriously never met unprofessional uncaring doctor all dismissed everything only explaining what genuinely they seem bothered',1
great come often great confident need appointments get,2
speak high enough surgery first class service always get appointments needed responsive staff impressive service speak high enough surgery,2
'unable can see voice doctor would like able see doctor doctor',0
'need better education mental health services bit tick from box exercise lack well acknowledged despite going see mental health service link worker looking clear trauma offered stress management online course university suffolk a lecture may address real issue rather barrier and help get leads sense hopelessness stress management rape to trauma suitable of recommendation even recommend rape crisis charity anything need better education services',1
prescriptions problem sometimes nice nothing much trouble listen well supported staff picking prescription means multiple visits pharmacy ran different times would helpful medication could 30 days,2
joined practise end 2018 staff b compared last practise gy cannot fault surgery complex medical history husband feel reassured prompt repeat scripts late appts day appts understanding staff extras diabetic cancer nurses pharmacist checks blood tests existing patients may take granted certainly also found receptionists empathetic helpful glad found,2
'would give stars possible have several special issues practice years one really tops partner called surgery lockdown asked speak doctor get mental health support receptionist asked lived who gave address to followed telling could help outside area problem young one man phone calls desperately found struggling mental health told one help reason wanted suicide rates high know sleep night knowing put phone time money need',1
'prescription review know some reviews change supplier review agree another body ring see is gp sort wish it would meddle ends that using resources must come see gp',0
'phone call told your receptionist no doctors busy busy now restricting to number patients see',1
'dr seem keep changing hard staff get appointments good new doctors dr seem gone one experience bad changing attitude bad clinician say poor go back would good doctors get routine few appointment weeks',0
'absolutely appalling bad to put formal filed complaint sent via cab for emergency appointment due breakdown never saw doctor knowing tight notification regime and appointment 5 mins asked could see general background idea condition database avoid waffling limited time dr told patients 24 patients to see 6 clock old dead bodies husbands neighbours cats etc sent return work programme work past two years absolutely appalled filed complaint received word apology',1
generally good care generally good care appointment gp started explain wrong nurse came started talking another patient number minutes left discussed main issue come see doctor tried raise something thought could related long term health condition told appointments 10 minutes long time half time spent doctor nurse discussing another patient,2
excellent welcoming apprehension attended first ever colonoscopy need worry nurses doctor excellent made feel ease comfortable explained everything reassuring throughout whole visit especially procedure took place whole visit done hour could asked thank great,2
feel safe hands staff listen take concerns seriously fit surgery call back day prescription ordering system excellent,2
poor experience told letter need employer would take days chased 10 days promised next day 18 days later still waiting,0
happy since coming surgery well looked dealt kindness compassion,2
'check good timing brain haemorrhage 11 years ago the ongoing monitoring non existent strange past go be many years why ever you get asked something too major health scare 14 years long check even sure triggered first time in relation',0
nurses excellent although see many gp nurses excellent deal need time,2
fantastic surgery fantastic surgery lucky able get appointment need one,2
'fix appointments difficult contacts get job access computer difficult ring out taken 3 days get appointment trouble calling 8 30am morning stressful',0
'2 weeks process for presription prescription came hospital discharge and takes 2 weeks process putting away patient first piece paper receptionist desk communicate people states need hospital provide 14 working days medication urgent services surgeries essential care excellent prescription medical protocol grievance hws cdo able confirm local situation medication supplied hospital required diagnosis immediately',0
feel service good generally things good last months patient life feel things deteriorating difficult get appointment issues medication much preferred phone system knew queue found gp online services good however stuck appointment given get though phone change cancel need,1
happy still come seems difficult get non urgent appointment used woodbridge road today day appointment worked well parking certainly much better building light spacious open nicer environment wait whole family probably come less year heavy regular users happy still come even though home woodbridge road,2
telephone glitch unwell weekend telephoned surgery monday morning make appointment call answered got washed dressed drove surgery call still ringing approached reception audible telephone ringing though phone showed call still connected still getting recorded message checked using correct number receptionist said asked answered 52 minutes response ask option chosen probably unhelpfully reflection asked options ignored 52 minutes pointed appeared difficulty phone system asked check let know found two bit weeks word real shame clinicians excellent back office poor,1
'inaccessible for failure duty care beginning 4 december 2021 booked appointment young child appointment 5 weeks away week receive text caller notifying gp unavailable of appt cancelled call rebook waited 35 mins by telephone book appointment number 27 queue last year when commenced pharmacy treatment contact via telephone appt unable get over repeat use prescription without seen appointment available actually seen choice reduce dose finishing remaining',1
'understaffed railway understaffed or lacking station highest standard',0
helpful caring receptionists doctors visited surgery couple times recently unusual first point contact either phone visiting surgery receptionists receptionists really lovely helpful kind take time try direct appropriate person telephone appointment two different doctors phoned day talking receptionists doctors helpful efficient felt genuine caring approach towards follow appointment booked cannot fault service confidence doctors surgery happy patient,2
morning walk surgery like walk morning surgery works well changes please,2
face face appointments available found anything thats done well ask gp works well get good responses feedback system face face appointments available needed,2
'most frustrating calls wait far long phone are answered like asked receptionist problem and particularly doctor what eventually rings straight back asks problem lives live cannot tied out telephone 24 or 7',1
'loose ends confidence service felt love needed see nurse gp ended seeing concerned nurse patient went home ended hospital unseen health issue get sure love gp would picked respect nurses different levels knowledge status affected confidence service meaning feel need demand problem see gp worry happen',0
got appointment straight away called morning given appointment straight away provide good care hope,2
helpful caring never mind bit delay appointment especially emergency grateful seen short notice drs always helpful caring,2
good getting phone takes lot time surgery runs time get seen diagnosis always phone pharmacy helps doctors treatment explanation,2
fair lack staff caused appointments cancelled diabetic nurse surgery 2 appointments cancelled delay check annual review highlighting something wrong,1
'not doctors good police sometimes get appointment easily day sometimes not easy just pretty people happy otherwise doctors pretty nurses pretty good though experience',0
'awful rude nice service every time awful horrible rude service twice every time surgery even suggested baby get no prescriptions get chemist instead',1
easy get appointments never problems getting appointment happy see gp available generally works ok,2
dispensary running well always good surgery always get appointment want one dispensary running well repeat prescriptions prepared time,2
'dr proposed amazing doctor saw amazing performance however waited six hour appointment time little more explanation my idea would seen',0
quality care improved noticed improvement staff quality care receive improved continuity doctor see,1
doctors nurses good doctors nurses good practice improved lot overall last years could lick paint routine appointments could bit quicker everything considered quite happy,2
'staff lovely hard get appointments i cannot any fault other staff lovely hard get trouble see really difficult getting new appointment surely not going get worse new houses going',0
'really good nurse practitioner getting on phone difficult so say surgery opens 8 hours phone phone never seems open for later online appointment good get next big day appointments limited like better monitoring in ongoing condition feel one taking special interest nurse practitioner takes time on really very good',1
pre booking possible named gp pre booking appointment designated doctor possible 2 hour wait get phone causes added stress people could easier get appointments overall treatment receive good getting appointments although easy end world,1
alderton surgery staff helpful odd persons quite rude unhelpful brilliant service overall,2
excellent long far good,2
usually get appointments day usually get appointment day couple days doctors give explanations referrals hospital always good,2
'patience waiting appointment long ongoing eye condition problem sometimes case needs immediate medication could get high flare of wait 2 hours 3 more weeks see gp 4 5 weeks waited appointment west suffolk hospital from seen told clinician waiting long',0
3 doctors refused home visit dementia patient desperate need visit made comfortable last stage 3 dr refused visit finally got one even take temp see problem green discharge infection remind duty care would better calling vet,0
fault anything surgery good around fault anything system triage call back may work everyone works well access appointments good find doctors nurses first class,2
least 30 minute wait surgey clean always least 30 minute wait go also much community info practice,1
'problem annoyed place pharmacy failing times medication when asked medication went blood test wait finished medicines dispensed understand times start trying getting bad rest surgery great rest pharmacy needs letting',0
'communication system key gp appointment well used local service getting personal appointment specific gp difficult reception not good offering local gp appointments unable even see surgery getting phone difficult delivery although quick morning like knowing the queue would good kept informed on delays appointments time running late',0
'biggest difficult issue getting cell phone biggest issue getting phone number ok today took months 20 mins urgent appointment today daughter called called told would need wait 3 week see to specific treatment doctor happily seen someone different until today great wait 15 90 mins medication prescribed',0
'rude receptionist call back rude male receptionists which would give name could complain telephone manner first time experienced asked medical advice later call 8am still waiting 1830 call ask rung rude feminine receptionist says probably tomorrow but said think acceptable tone need or spoken today doctor hence called morning requested call back day call back ever they came',1
overloaded long delays booking appts overloaded long wait get appointment tardy day many locums things seem deteriorated time,1
appalling phone queue ridiculous blood test beginning october heard nothing results never case merger even call results 1hr waiting time absolute joke go online use computer day work construction sites would suggest receive results,0
ok surgery surgery ok wait appointments run behind,1
brief explanations doctors brief explanations way issues explained detail times lack empathy,1
'seen doctor nurse joined practice doctor covid never never seen anything gp doctor nurse last thought new patient would seen never ever happened of referral of old practice followed inititally problems getting prescription sorted it took three months get correct medications already arranged also medication reveiw since joined either',0
'absolutely awful patient response times phone 45 mins far mum full partially sighted problems memory issues support try get emergency actual medical support would fall huge network cracks appearing service levels gp consultation centre how really to feel pain anyone needing use service suffering mental health issues anxiety far people difficult negotiate way get help cancel meeting able wait hour get phone mum able would need forgotten phone enforces concerns raised',1
well supported econsult phone consultations worked really well really quick easy get problems sorted staff good explaining issues well supported even called gp week later check things going great,2
'fair color running slightly late... sometimes',0
continuity care great gp turnover high difficult get appointments phone easier come person continuity care lacking different doctors explaining give different explanations long waits see doctors sometimes feel 10 minutes enough enable questions asked lack general organisation changing processes booking system confusing,1
quite accomodating staff quite accommodating normally phone appointments generally get one day would nice able book appointments ahead allow plan staff friendly doctors explain things well,2
good surgery use ask gp really like get quick response appointments quickly needed referrals west suffolk hospital also done really quickly really happy handled staff explain issues well really helps,2
phone almost 100 times phone take ages get thorough today almost 100 times phone shows amount rang number feel silly giving one problem appointment gp get full picture things linked wrong diagnosis due issue one problem takes couple minutes,1
'dr prescribed new drug prescription refill time old meds replacement patient if must first attend surgery later dr gave new medications rx morphine said medication continue codeine renew medication codeine rx',1
helpful staff invited regular check find staff really helpful contacting surgery tend use online phone arrange appointments get help place work well,2
wonderful doctors doctors wonderful feel appointments suit phone consultation everything diagnosed way wait little blood tests surgery take 40 minutes get morning time appointments available would nice explained appointments available day call,2
'find veins blood test went down norwich road blood test was distressing blood build up attempted get blood find veins wait some 2weeks till another one near landseer high road',1
'in difficult make time non urgent hearing request needing surgery get referral audio clinic aged in parent order needed get hearing hearing first aid repaired updated sent message website on told face wrong route took suggested route told shut appointments today full',1
'hard to work nurse cannot believe hard internet use is wonderful new new service put need advice asap take 48hrs reply terrible especially patient admitted hospital leave please door go back nice old message system could talk even human much efficient',1
link order prescription online doesnt new website appear support online prescription ordering using properly also access patient record thankyou,0
put process patient care gp seems change every call resulting incorrect advice worse prescriptions wrong forever going old ground repeating mistakes receptionists seem really enjoy saying computer says practice lacking morale compass,0
'for trying an appointment every 3 weeks call of queue operation appointments phone 8 every 10 day time for get receptionist appointments left',1
transport surgery difficult moved surgery due transport issues difficult get last bus back oulton broad 2 30 pm,2
drs nurses good becoming bit difficult get early appointments urgent matters often dealt day routine appointments usually arranged within week drs nurses good,2
'gps care generic get okay experience the last experience one gps bothered pick some phone 5 15 mins not stated depressed good way suicidal whilst second trimester end pregnancy gp who sent email telling about get fresh air spend prayer time at friends even lost knowing situation wonder mental health prime',1
'flu jab virtual online online booking received tx saying book flu le jab online obvious 4 way booking on flu de jab digital online missing something',1
good advise always given good advise medical practitioner find easy make appointments needed doctors excellent always clear explanations,2
'impossible impossible place get appointment to quickly',1
gp constancy needed get consistency seeing gp happened service would better say whole good surgery,1
diabetic screening stopped diabetic trying lose weight screening available hypo took 4 hours paramedic came able get gp agree insulin could reduce,0
'integration services would better understand friday called surgery morning could barely move gp called back told take current prescribed use painkillers saturday unable move bed called 999 told it would get consultation call within two hours three hours later ambulance turned around stayed for one half hours called 111 ambulance staff doctor could prescribe team great felt needy people never know gp wonder if friday not get sent believe scenario saturday could avoided',0
well chemist within surgery awful long wait times staff acknowledge waiting served ignore prescriptions come surgery items list goes worst pharmacy ipswich,0
abrupt receptionist take patient doctor tells patient come dispensary told abruptly cant got tesco explained doctor checked stock response well cant challlenged said maybe tell doctor instead patient told know new surgery wasnt stretched would submitted complaint asked polite isnt staff member work pressure done covid never made customer feel intimated,1
works well nurse practitioner need appointment get seen normally nurse practitioner worked well quite happy see nurse always get doctor involved needed nurse see lovely good round explaining things every time need appointment get one need nice queue system go quickly better call back,2
upset patient problem recurring problem ring speak reception find test results make appointment recorded message told press button 2 speak someone starts beginning 4th time happened last month live distance away help,1
fair since losing gps service provided quite good see gp,1
reception staff sometimes seem odd reception staff sometimes seem odd wonder get consistent training seem work differently seem defensive start communication get fine,0
local service great found phlebotomy service good easier access local surgery,2
'worst doctors surgery suffolk england none real staff seem who know pandemic instead for telling help phone rung made come tell work need or get time leave useless unhelpful or arrogant absolute worst mental health support facilities worst attitude poor doctors moving head doctors surgeries',1
'slow access inaccurate difficulties of getting the appointment routine appointments available online via video reception econsult get the appointment nurse medication for going prescribed patient 1 5 week appointment still waiting',1
'receptionists are rude multiple receptionists rude from two inappropriate occasions being taken son poorly times checked off pronounced ok need be taken ambulance ipswich hospital shortly',1
'got fair experienced lack care cough five weeks told to virus treatment suggested could go chemist not cough water mixture reply yes go still get feel would improve things people warm days response is expected is 80 years old',0
'nurse good wait surgery by hour called would better advised arrival and running stay late was least prepared nurse general practitioner also practice their nurse dealing for asthma good car lot park small',0
works well started calling 8am morning cut times joined queue got end given appointment worked well today staff lovely,2
get looked reasonably well get looked reasonably well whole family 10 years said sometimes struggle get appointment,2
surgery initiated appointments work fine difficult get appointment work work school make take telephone calls know gp plus things easier though appointment son easier initiated surgery problems miss gp though,1
excellent service new system email video appointments option face face appointments really effective hear back extremely promptly sometimes within minutes received efficient effective service gp nurse practitioners thoroughly recommend practice forward looking date,2
'series 3 star film 3 star',0
'fair convenient capel residents quite an often difficult trip get appointment the capel always can get found east on bergholt',0
'patient life patient practice life seen social changes years people know their fault reception staff changing doctors enough appointments taking medication depression helping third month pharmacist signs told tablets signs repeat get anxious people realise more seen young doctor misunderstood things supported reduce medication substance use wellbeing therapies',0
'need ask gp good use find ask ask gp too good feel holistic patient approach general patient health since use covid feel patients slightly let underlying causes ill healing health',0
covid vaccination dad drove clacton arranged covid appointment another practice dad lives layham way collect appointment cancelled felt desperate knew feel stressed passing practice 2nd vaccination called receptionist amazing nurse vaccination dad brought 20 mins later grateful thank enough congratulations amazing practice wish patient,2
waiting times good waiting times good seen actual appointment time last visit great,2
'time fair appointments feel rushed 10 minute appointments often overrun quick leaving next date appointment being shortened feels overly rushed on little caring',0
easy get gp good surgery easy get appointment doctor prefer would good text email reminder details appointment,2
online booking working last month wife tried make appointments see gp online system said would contacted nurse occasions left response acceptable metric clearly performance monitoring follow practised,0
'the shocking information took week response took week with respond and econsult request',1
poor prescription timing service user kept waiting 24 hours prescription antibiotics patient seen 12 09 17 deemed chest infection usually collect prescription later day visited surgery phoned script ready tried following morning finally able collect 3 pm realise doctors busy delay 24 hours,0
unacceptable telephone call waiting times patient practice many years since three surgeries merged customer care service awful tried call told number 36 queue manage speak someone work full time limited time available make calls doctor surgery use e consult questions completely irrelevant send round round circles incredibly frustrating,0
'staff had great appointment system abysmal telephone no appointment she ended going see emergency doctor did understand that difficult see gp had already taken nhs bed time original cause problem actually get see staff great',0
'friendly surgery long waiting times patient staff provides extremely friendly reception staff is particular go 1 extra mile away however waiting times long told 5 6 week wait period regular patient appointment although offered less chance ring day may become difficult to work full time',0
'long wait wait two appointments long waits wait appointments delays in waiting room decisions regarding new medical centre appointments',0
'same poor person difficult speak anyone staff phone unhelpful cannot just get his appointment see of doctor',1
booked language line get arrived country months ago english book gp appointment ask suffolk refugee support srs requested language line usually get language line today doctor said phone line working phone someone spoke language interpret,0
'on 6 days week long wait wait 6 weeks appointment concerns around who angina medication would has liked her sooner lovely surgery nonetheless',0
staff give differing explanations see doctor easily three appointments nurses never felt quite enough docotr end aked see referred private consultant issue started last autunm told three diffierent things nurses saw online prescriptions work well surgical stockings delayed recently feel reception staff making decisions get see appears see nurse call call talk someone specific always call back never say difficult,1
fine appointments never problem getting appointment surgery,2
need choice like able see doctor booking online get option choose want see automatic,1
managed prescriptions never time managed prescriptions set husband husband suffers severe withdrawal side effects misses one medications every single month ring friday due monday assured ready ring monday morning double check assured ready get text never happens keep calling repeatedly tell importance ready usually around 3 4 days late get meanwhile deal severe side effects husband goes ready every single month,0
'lack appointments seen diabetic nurse 3 yrs offer appointments certain days work away make days offered said effect not declining appointments flexibility also medication review pharmacist discussed meds see blood test or result normally go review yet signed off online prescription advice service nhs buy app seem medications to order continued old system patient works well deliveries great still feels like lockdown rules nothing really changed feel anything proactive coming surgery improvement around flu covid vaccinations comes government offer first',0
'locum np 2 fill confidence told the hospital get dressing done friday called surgery wednesday make no appointment told ring day needed called friday met left bit late get well locum t nurse practitioner told no speed fresh dressings know anything cupboards needed hear in actually ended great the job felt rather of bizarre situation',1
works clinicians patients practice since 2015 nice experience peninsular took service immediately went downhill come covid hit rock bottom awful many patients moved practice leiston according neighbour care expect doctors aldeburgh practice heart issues wife ms couple examples experience lockdown drive ipswich kidney function blood test told refusing treatment offer get test months severe groin rectal area inflammation bleeding could see doctor examination telephone appointments condition worsened eventually got see wonderful specialist nurse local hospital home join exodus currently trust nhs see light something turn practice around,0
'rarely use room based today access appointment felt difficult obtain expected however got very one day pleased 1 rarely use office luckily 1st got proper appointment date since moving 3 thousand years of ago unable comment',0
'continued frequent refusal to make appointments diabetes medical review six months overdue wife in serious accident days ago previous refused appointment of receptionist even asking take name on service simply appalling',1
'trying to get to phone impossible trying phone flu jab every time 1 try first queue slow go 15 2 minutes out sat number 3 queue 3 last time 1 full queue 10 1 minutes line went dead time mobile credit keep trying get your guess risk getting flu jab',0
'gone like downhill and fast last quarter year cannot now get contact anyone unless wait 3 hours keep hold went blood tests calling called several times say message reception could answer phone time tried calling call back 64th call que went reception told and sent letter say results still waiting letter another week later',1
'great get should see someone with great surgery good get must see someone getting appointments non urgent health issues takes long time in time three weeks just see specific regular member staff',0
'unable see doctor still living grundisburgh just go for debenham drive thru a flu trip jab see web cam site is hosting one otley offered as pick prescription otley surgery completely shut grundisburgh surgery completely surely grundisburgh his larger village otley therefore local surgery close',1
'use become impersonal clearly practice prescription become impersonal less commonly gp available less often aldeburgh medicine order repeat prescriptions and every month pain get larger prescription speak gp information regarding repeat prescription pads every two times patient try reading order online also pain',0
good receptionists helpful kept apologising need gp saw star helpful understanding dr went way today help surgery kind understanding,2
'2 baby immunizations a baby refused woman immunization baby 18 sq minute late think is fair enough considering fact anything did happen unexpectedly baby',1
thorough thorough service get appointments need support provided good triage system also works well would phone need appointment,2
waiting appointments quicker times needed waiting appointments,2
'patient continuity clinical care doctors hospital continuity care doctors gp means care people advice about different standard response blood tests and clear nothing anything else done couple irregular occasions unnecessarily many rude conversations staff whole staff bad',0
difficulties getting baby seen difficulties getting baby seen feel concerns taken seriously brushed concerned seen panicking mum,1
4 star 4 star,2
'difficult get appointment difficult get appointment only issue appointment to one different branch only surgeries aware booked main hospital surgery',0
would prefer better continuity like get advanced appointments routine appointments allows plan bit prefer continuity doctor always easy,1
'frustrating went onto gp website told needed it go e consult website duly went website told closed go gp email website told phone supposed the contact gave end going in backwards forwards two thinking later something gone wrong since found life quite new others lost experience past always perfectly happy personal service',0
'just generally get appointment due phone lines in busy morning easier come to surgery doctor book appt also generally get appointment to sometimes go back east to bergholt staff with good limited experience',0
